gene,counts,phase,time,fraction,cog_letter,sector
renD,249,shift,15.0,1.257722809510304e-05,S,other
rep,881,shift,15.0,4.450015241681035e-05,L,other
rfaD,4784,shift,15.0,0.0002416444144858,M,other
rfaE,2166,shift,15.0,0.0001094067311405,M,other
rfaH,1068,shift,15.0,5.394570122718894e-05,K,other
rfbA,1,shift,15.0,5.0510956205233086e-08,M,other
rfbB,0,shift,15.0,0.0,M,other
rfbC,19,shift,15.0,9.59708167899429e-07,M,other
rfbD,0,shift,15.0,0.0,M,other
rfbX,14,shift,15.0,7.071533868732632e-07,M,other
rfe,1416,shift,15.0,7.152351398661005e-05,M,other
rffC,142,shift,15.0,7.172555781143098e-06,J,ribosomal
rffG,355,shift,15.0,1.7931389452857745e-05,M,other
rffH,501,shift,15.0,2.5305989058821777e-05,M,other
rffM,507,shift,15.0,2.560905479605317e-05,M,other
rffT,564,shift,15.0,2.848817929975146e-05,S,other
rhaA,17,shift,15.0,8.586862554889625e-07,G,metabolic
rhaB,46,shift,15.0,2.323503985440722e-06,G,metabolic
rhaD,15,shift,15.0,7.576643430784963e-07,G,metabolic
rhaM,4,shift,15.0,2.0204382482093237e-07,M,other
rhaR,513,shift,15.0,2.591212053328457e-05,R,other
rhaS,601,shift,15.0,3.0357084679345087e-05,R,other
rhaT,465,shift,15.0,2.3487594635433386e-05,S,other
rhlB,5374,shift,15.0,0.0002714458786469,L,other
rhlE,96,shift,15.0,4.849051795702376e-06,L,other
rho,7987,shift,15.0,0.0004034310072111,K,other
rhoL,2716,shift,15.0,0.0001371877570534,S,other
rhsA,131,shift,15.0,6.616935262885534e-06,R,other
rhsB,100,shift,15.0,5.051095620523308e-06,R,other
rhsC,484,shift,15.0,2.444730280333281e-05,R,other
rhsD,610,shift,15.0,3.081168328519218e-05,R,other
rhsE,80,shift,15.0,4.040876496418647e-06,S,other
rhtA,210,shift,15.0,1.0607300803098948e-05,E,metabolic
rhtB,811,shift,15.0,4.096438548244403e-05,E,metabolic
rhtC,265,shift,15.0,1.3385403394386769e-05,E,metabolic
ribA,2172,shift,15.0,0.0001097097968777,H,metabolic
ribB,14537,shift,15.0,0.0007342777703554,H,metabolic
ribC,4049,shift,15.0,0.0002045188616749,H,metabolic
ribD,1912,shift,15.0,9.657694826440566e-05,H,metabolic
ribE,1055,shift,15.0,5.3289058796520906e-05,H,metabolic
ribF,2271,shift,15.0,0.000114710381542,H,metabolic
ridA,2116,shift,15.0,0.0001068811833302,V,other
rihA,3320,shift,15.0,0.0001676963746013,F,metabolic
rihB,91,shift,15.0,4.5964970146762105e-06,F,metabolic
rihC,1908,shift,15.0,9.637490443958472e-05,F,metabolic
rimI,706,shift,15.0,3.566073508089456e-05,J,ribosomal
rimJ,3587,shift,15.0,0.0001811827999081,J,ribosomal
rimK,459,shift,15.0,2.3184528898201985e-05,H,metabolic
rimL,729,shift,15.0,3.682248707361492e-05,J,ribosomal
rimM,2767,shift,15.0,0.0001397638158198,J,ribosomal
rimO,297,shift,15.0,1.5001753992954226e-05,J,ribosomal
rimP,1154,shift,15.0,5.828964346083898e-05,J,ribosomal
rlmA,439,shift,15.0,2.2174309774097325e-05,H,metabolic
rlmB,1919,shift,15.0,9.693052495784227e-05,J,ribosomal
rlmC,150,shift,15.0,7.576643430784963e-06,J,ribosomal
rlmD,1813,shift,15.0,9.157636360008758e-05,J,ribosomal
rlmE,14985,shift,15.0,0.0007569066787354,J,ribosomal
rlmF,274,shift,15.0,1.3840002000233866e-05,J,ribosomal
rlmG,248,shift,15.0,1.2526717138897806e-05,J,ribosomal
rlmH,209,shift,15.0,1.0556789846893716e-05,J,ribosomal
rlmI,2006,shift,15.0,0.0001013249781476,J,ribosomal
rlmJ,384,shift,15.0,1.9396207182809505e-05,J,ribosomal
rlmL,1125,shift,15.0,5.682482573088722e-05,J,ribosomal
rlmM,1347,shift,15.0,6.803825800844897e-05,J,ribosomal
rlmN,835,shift,15.0,4.217664843136962e-05,J,ribosomal
rlpA,2391,shift,15.0,0.0001207716962867,M,other
rluA,522,shift,15.0,2.636671913913167e-05,J,ribosomal
rluB,1112,shift,15.0,5.61681833002192e-05,J,ribosomal
rluC,723,shift,15.0,3.651942133638352e-05,J,ribosomal
rluD,2227,shift,15.0,0.000112487899469,J,ribosomal
rluE,406,shift,15.0,2.0507448219324637e-05,J,ribosomal
rluF,1430,shift,15.0,7.223066737348332e-05,J,ribosomal
rmf,294702,shift,15.0,0.0148856798155946,J,ribosomal
rmuC,2324,shift,15.0,0.0001173874622209,L,other
rna,1304,shift,15.0,6.586628689162395e-05,J,ribosomal
rnb,764,shift,15.0,3.859037054079808e-05,K,other
rnc,2537,shift,15.0,0.0001281462958926,K,other
rnd,640,shift,15.0,3.2327011971349175e-05,J,ribosomal
rne,5140,shift,15.0,0.0002596263148948,J,ribosomal
rng,2070,shift,15.0,0.0001045576793448,J,ribosomal
rnhA,338,shift,15.0,1.7072703197368782e-05,L,other
rnhB,152,shift,15.0,7.67766534319543e-06,L,other
rnk,1353,shift,15.0,6.834132374568037e-05,K,other
rnlA,3191,shift,15.0,0.0001611804612508,S,other
rnlB,1263,shift,15.0,6.37953376872094e-05,S,other
rnpA,264,shift,15.0,1.3334892438181534e-05,J,ribosomal
rnr,15103,shift,15.0,0.0007628669715676,K,other
rnt,259,shift,15.0,1.308233765715537e-05,L,other
rob,9779,shift,15.0,0.0004939466407309,K,other
rodZ,6162,shift,15.0,0.0003112485121366,D,other
rof,7452,shift,15.0,0.0003764076456413,K,other
roxA,2608,shift,15.0,0.0001317325737832,J,ribosomal
rpe,1751,shift,15.0,8.844468431536313e-05,G,metabolic
rph,418,shift,15.0,2.111357969378743e-05,S,other
rpiA,2873,shift,15.0,0.0001451179771776,G,metabolic
rpiB,710,shift,15.0,3.586277890571549e-05,G,metabolic
rpiR,2473,shift,15.0,0.0001249135946955,K,other
rplA,5467,shift,15.0,0.000276143397574,J,ribosomal
rplB,1850,shift,15.0,9.34452689796812e-05,J,ribosomal
rplC,1282,shift,15.0,6.475504585510881e-05,J,ribosomal
rplD,698,shift,15.0,3.5256647431252696e-05,J,ribosomal
rplE,8723,shift,15.0,0.0004406070709782,J,ribosomal
rplF,7701,shift,15.0,0.0003889848737365,J,ribosomal
rplI,3154,shift,15.0,0.0001593115558713,J,ribosomal
rplJ,16051,shift,15.0,0.0008107513580501,J,ribosomal
rplK,1670,shift,15.0,8.435329686273925e-05,J,ribosomal
rplL,10517,shift,15.0,0.0005312237264104,J,ribosomal
rplM,3153,shift,15.0,0.000159261044915,J,ribosomal
rplN,12365,shift,15.0,0.0006245679734777,J,ribosomal
rplO,6159,shift,15.0,0.000311096979268,J,ribosomal
rplP,1996,shift,15.0,0.0001008198685856,J,ribosomal
rplQ,2121,shift,15.0,0.0001071337381112,J,ribosomal
rplR,3523,shift,15.0,0.000177950098711,J,ribosomal
rplS,1410,shift,15.0,7.122044824937865e-05,J,ribosomal
rplT,8750,shift,15.0,0.0004419708667957,J,ribosomal
rplU,9610,shift,15.0,0.0004854102891322,J,ribosomal
rplV,877,shift,15.0,4.429810859198942e-05,J,ribosomal
rplW,762,shift,15.0,3.848934862838761e-05,J,ribosomal
rplX,6532,shift,15.0,0.0003299375659325,J,ribosomal
rplY,2418,shift,15.0,0.0001221354921042,J,ribosomal
rpmA,8838,shift,15.0,0.0004464158309418,J,ribosomal
rpmB,5664,shift,15.0,0.0002860940559464,J,ribosomal
rpmC,918,shift,15.0,4.636905779640397e-05,J,ribosomal
rpmD,1455,shift,15.0,7.349344127861414e-05,J,ribosomal
rpmE,5459,shift,15.0,0.0002757393099243,J,ribosomal
rpmF,5554,shift,15.0,0.0002805378507638,J,ribosomal
rpmG,2366,shift,15.0,0.0001195089223815,J,ribosomal
rpmH,1488,shift,15.0,7.516030283338683e-05,J,ribosomal
rpmI,8233,shift,15.0,0.0004158567024376,J,ribosomal
rpmJ,2443,shift,15.0,0.0001233982660093,J,ribosomal
rpoA,10341,shift,15.0,0.0005223337981183,K,other
rpoB,23393,shift,15.0,0.001181602798509,K,other
rpoC,19826,shift,15.0,0.0010014302177249,K,other
rpoD,21175,shift,15.0,0.0010695694976458,K,other
rpoE,10365,shift,15.0,0.0005235460610672,K,other
rpoH,21153,shift,15.0,0.0010684582566092,K,other
rpoN,9248,shift,15.0,0.0004671253229859,K,other
rpoS,80348,shift,15.0,0.004058454309178,K,other
rpoZ,2854,shift,15.0,0.0001441582690097,K,other
rppH,2675,shift,15.0,0.0001351168078489,V,other
rpsA,20109,shift,15.0,0.001015724818331,J,ribosomal
rpsB,13573,shift,15.0,0.0006855852085736,J,ribosomal
rpsC,2434,shift,15.0,0.0001229436674035,J,ribosomal
rpsD,7985,shift,15.0,0.0004033299852987,J,ribosomal
rpsE,5776,shift,15.0,0.0002917512830414,J,ribosomal
rpsF,3425,shift,15.0,0.0001730000250029,J,ribosomal
rpsG,5996,shift,15.0,0.0003028636934065,J,ribosomal
rpsH,4854,shift,15.0,0.0002451801814202,J,ribosomal
rpsI,2589,shift,15.0,0.0001307728656153,J,ribosomal
rpsJ,785,shift,15.0,3.965110062110797e-05,J,ribosomal
rpsK,4259,shift,15.0,0.000215126162478,J,ribosomal
rpsL,7229,shift,15.0,0.0003651437024076,J,ribosomal
rpsM,6777,shift,15.0,0.0003423127502028,J,ribosomal
rpsN,7907,shift,15.0,0.0003993901307147,J,ribosomal
rpsO,6274,shift,15.0,0.0003169057392316,J,ribosomal
rpsP,1045,shift,15.0,5.2783949234468574e-05,J,ribosomal
rpsQ,2322,shift,15.0,0.0001172864403085,J,ribosomal
rpsR,1141,shift,15.0,5.763300103017095e-05,J,ribosomal
rpsS,727,shift,15.0,3.672146516120445e-05,J,ribosomal
rpsT,3242,shift,15.0,0.0001637565200173,J,ribosomal
rpsU,2786,shift,15.0,0.0001407235239877,J,ribosomal
rraA,17806,shift,15.0,0.0008993980861903,J,ribosomal
rraB,6754,shift,15.0,0.0003411509982101,J,ribosomal
rrrD,95,shift,15.0,4.798540839497144e-06,M,other
rrrQ,23,shift,15.0,1.161751992720361e-06,M,other
rsd,15652,shift,15.0,0.0007905974865243,K,other
rseA,15173,shift,15.0,0.000766402738502,T,other
rseB,1913,shift,15.0,9.66274592206109e-05,T,other
rseC,213,shift,15.0,1.0758833671714649e-05,T,other
rseP,3243,shift,15.0,0.0001638070309735,O,other
rsfS,479,shift,15.0,2.419474802230665e-05,J,ribosomal
rsgA,1961,shift,15.0,9.905198511846208e-05,J,ribosomal
rsmA,1449,shift,15.0,7.319037554138274e-05,J,ribosomal
rsmB,609,shift,15.0,3.076117232898695e-05,J,ribosomal
rsmC,689,shift,15.0,3.4802048825405595e-05,J,ribosomal
rsmD,605,shift,15.0,3.055912850416602e-05,J,ribosomal
rsmE,613,shift,15.0,3.096321615380788e-05,J,ribosomal
rsmF,295,shift,15.0,1.490073208054376e-05,J,ribosomal
rsmG,127,shift,15.0,6.414891438064602e-06,J,ribosomal
rsmH,6009,shift,15.0,0.0003035203358372,J,ribosomal
rsmI,670,shift,15.0,3.384234065750617e-05,J,ribosomal
rsmJ,528,shift,15.0,2.666978487636307e-05,S,other
rspA,156,shift,15.0,7.87970916801636e-06,M,other
rspB,108,shift,15.0,5.4551832701651735e-06,E,metabolic
rssA,3513,shift,15.0,0.0001774449891489,R,other
rssB,5271,shift,15.0,0.0002662432501577,T,other
rstA,788,shift,15.0,3.980263348972367e-05,T,other
rstB,331,shift,15.0,1.671912650393215e-05,T,other
rsuA,835,shift,15.0,4.217664843136962e-05,J,ribosomal
rsxA,424,shift,15.0,2.1416645431018828e-05,C,metabolic
rsxB,222,shift,15.0,1.1213432277561746e-05,C,metabolic
rsxC,197,shift,15.0,9.950658372430918e-06,C,metabolic
rsxD,89,shift,15.0,4.495475102265745e-06,C,metabolic
rsxE,90,shift,15.0,4.545986058470978e-06,C,metabolic
rsxG,71,shift,15.0,3.586277890571549e-06,C,metabolic
rtcA,370,shift,15.0,1.868905379593624e-05,A,other
rtcB,634,shift,15.0,3.2023946234117775e-05,J,ribosomal
rtcR,164,shift,15.0,8.283796817658227e-06,K,other
rusA,11,shift,15.0,5.55620518257564e-07,L,other
rutA,60,shift,15.0,3.0306573723139854e-06,H,metabolic
rutB,17,shift,15.0,8.586862554889625e-07,H,metabolic
rutC,19,shift,15.0,9.59708167899429e-07,V,other
rutD,21,shift,15.0,1.0607300803098948e-06,E,metabolic
rutE,24,shift,15.0,1.212262948925594e-06,C,metabolic
rutF,16,shift,15.0,8.081752992837294e-07,C,metabolic
rutG,312,shift,15.0,1.575941833603272e-05,F,metabolic
rutR,1003,shift,15.0,5.066248907384879e-05,K,other
ruvA,1001,shift,15.0,5.056146716143832e-05,L,other
ruvB,1993,shift,15.0,0.000100668335717,L,other
ruvC,622,shift,15.0,3.141781475965498e-05,L,other
rzoD,0,shift,15.0,0.0,S,other
rzoR,0,shift,15.0,0.0,S,other
rzpD,31,shift,15.0,1.5658396423622255e-06,S,other
rzpR,11,shift,15.0,5.55620518257564e-07,S,other
sad,972,shift,15.0,4.909664943148656e-05,C,metabolic
safA,2,shift,15.0,1.0102191241046617e-07,S,other
sanA,449,shift,15.0,2.2679419336149657e-05,M,other
sapA,966,shift,15.0,4.879358369425516e-05,E,metabolic
sapB,346,shift,15.0,1.7476790847010648e-05,V,other
sapC,290,shift,15.0,1.4648177299517594e-05,V,other
sapD,983,shift,15.0,4.965226994974412e-05,V,other
sapF,446,shift,15.0,2.252788646753396e-05,V,other
satP,498,shift,15.0,2.515445619020608e-05,C,metabolic
sbcB,1208,shift,15.0,6.101723509592157e-05,L,other
sbcC,800,shift,15.0,4.040876496418647e-05,L,other
sbcD,344,shift,15.0,1.7375768934600182e-05,L,other
sbmA,1143,shift,15.0,5.7734022942581415e-05,I,other
sbmC,3004,shift,15.0,0.0001517349124405,L,other
sbp,142,shift,15.0,7.172555781143098e-06,P,metabolic
scpA,82,shift,15.0,4.141898408829113e-06,I,other
scpB,87,shift,15.0,4.394453189855278e-06,I,other
scpC,171,shift,15.0,8.637373511094858e-06,C,metabolic
sdaA,2480,shift,15.0,0.0001252671713889,E,metabolic
sdaB,189,shift,15.0,9.546570722789054e-06,E,metabolic
sdaC,629,shift,15.0,3.177139145309161e-05,E,metabolic
sdhA,10181,shift,15.0,0.0005142520451254,C,metabolic
sdhB,8200,shift,15.0,0.0004141898408829,C,metabolic
sdhC,8978,shift,15.0,0.0004534873648105,C,metabolic
sdhD,3068,shift,15.0,0.0001549676136376,C,metabolic
sdhE,1342,shift,15.0,6.77857032274228e-05,O,other
sdiA,1269,shift,15.0,6.409840342444078e-05,T,other
secA,3500,shift,15.0,0.0001767883467183,U,other
secB,9541,shift,15.0,0.0004819250331541,U,other
secD,6796,shift,15.0,0.0003432724583707,U,other
secE,3747,shift,15.0,0.000189264552901,U,other
secF,2043,shift,15.0,0.0001031938835272,U,other
secG,3977,shift,15.0,0.0002008820728282,U,other
secM,1680,shift,15.0,8.485840642479159e-05,S,other
secY,14164,shift,15.0,0.0007154371836909,U,other
selA,671,shift,15.0,3.38928516137114e-05,J,ribosomal
selB,951,shift,15.0,4.8035919351176666e-05,J,ribosomal
selD,4385,shift,15.0,0.0002214905429599,E,metabolic
seqA,3477,shift,15.0,0.0001756265947255,L,other
serA,3825,shift,15.0,0.000193204407485,H,metabolic
serB,506,shift,15.0,2.5558543839847943e-05,E,metabolic
serC,5609,shift,15.0,0.0002833159533551,H,metabolic
serS,6806,shift,15.0,0.0003437775679328,J,ribosomal
setA,692,shift,15.0,3.4953581694021295e-05,G,metabolic
setB,79,shift,15.0,3.990365540213414e-06,G,metabolic
setC,60,shift,15.0,3.0306573723139854e-06,G,metabolic
sfmA,66,shift,15.0,3.333723109545384e-06,N,other
sfmC,11,shift,15.0,5.55620518257564e-07,W,other
sfmD,299,shift,15.0,1.5102775905364692e-05,N,other
sfmF,30,shift,15.0,1.515328686156993e-06,N,other
sfmH,34,shift,15.0,1.717372510977925e-06,N,other
sfsA,25244,shift,15.0,0.0012750985784449,G,metabolic
sfsB,114,shift,15.0,5.758249007396572e-06,K,other
sgbE,120,shift,15.0,6.061314744627971e-06,G,metabolic
sgbH,20,shift,15.0,1.0102191241046615e-06,G,metabolic
sgbU,27,shift,15.0,1.3637958175412934e-06,G,metabolic
sgcA,743,shift,15.0,3.752964046048818e-05,G,metabolic
sgcB,909,shift,15.0,4.591445919055688e-05,G,metabolic
sgcC,2149,shift,15.0,0.000108548044885,G,metabolic
sgcE,784,shift,15.0,3.960058966490274e-05,G,metabolic
sgcQ,904,shift,15.0,4.566190440953071e-05,R,other
sgcR,643,shift,15.0,3.2478544839964875e-05,K,other
sgcX,1638,shift,15.0,8.27369462641718e-05,E,metabolic
sgrR,500,shift,15.0,2.5255478102616543e-05,K,other
sgrT,3061,shift,15.0,0.0001546140369442,S,other
shiA,1490,shift,15.0,7.52613247457973e-05,G,metabolic
shoB,351,shift,15.0,1.7729345628036813e-05,S,other
sieB,38,shift,15.0,1.9194163357988574e-06,S,other
sixA,5145,shift,15.0,0.0002598788696759,T,other
skp,6521,shift,15.0,0.0003293819454143,M,other
slmA,891,shift,15.0,4.500526197886268e-05,K,other
slp,101,shift,15.0,5.101606576728542e-06,M,other
slt,5227,shift,15.0,0.0002640207680847,M,other
slyA,4099,shift,15.0,0.0002070444094852,K,other
slyB,23479,shift,15.0,0.0011859467407426,M,other
slyD,14911,shift,15.0,0.0007531688679762,O,other
slyX,1231,shift,15.0,6.217898708864193e-05,S,other
smf,2985,shift,15.0,0.0001507752042726,L,other
smg,18063,shift,15.0,0.0009123794019351,S,other
smpB,1590,shift,15.0,8.031242036632061e-05,O,other
smrA,2471,shift,15.0,0.0001248125727831,L,other
smrB,861,shift,15.0,4.348993329270569e-05,L,other
sodA,13908,shift,15.0,0.0007025063789023,P,metabolic
sodB,9376,shift,15.0,0.0004735907253802,P,metabolic
sodC,8081,shift,15.0,0.0004081790370944,P,metabolic
sohB,2397,shift,15.0,0.0001210747620239,O,other
solA,1921,shift,15.0,9.703154687025276e-05,E,metabolic
soxR,365,shift,15.0,1.843649901491008e-05,K,other
soxS,283,shift,15.0,1.4294600606080965e-05,K,other
speA,10034,shift,15.0,0.0005068269345633,E,metabolic
speB,575,shift,15.0,2.9043799818009023e-05,E,metabolic
speC,636,shift,15.0,3.2124968146528244e-05,E,metabolic
speD,1130,shift,15.0,5.707738051191339e-05,E,metabolic
speE,3007,shift,15.0,0.0001518864453091,E,metabolic
speF,122,shift,15.0,6.162336657038436e-06,E,metabolic
speG,1854,shift,15.0,9.364731280450214e-05,J,ribosomal
spoT,2082,shift,15.0,0.0001051638108192,T,other
sppA,1326,shift,15.0,6.697752792813908e-05,O,other
spy,4191,shift,15.0,0.0002116914174561,O,other
sra,23223,shift,15.0,0.0011730159359541,S,other
srlA,1336,shift,15.0,6.74826374901914e-05,G,metabolic
srlB,647,shift,15.0,3.2680588664785807e-05,G,metabolic
srlD,2986,shift,15.0,0.0001508257152288,I,other
srlE,1964,shift,15.0,9.920351798707778e-05,G,metabolic
srlR,1862,shift,15.0,9.4051400454144e-05,K,other
srmB,1368,shift,15.0,6.909898808875887e-05,L,other
ssb,4764,shift,15.0,0.0002406341953617,L,other
sseA,17172,shift,15.0,0.0008673741399562,P,metabolic
sseB,271,shift,15.0,1.3688469131618166e-05,S,other
ssnA,168,shift,15.0,8.485840642479158e-06,F,metabolic
sspA,7364,shift,15.0,0.0003719626814953,O,other
sspB,2566,shift,15.0,0.0001296111136226,R,other
sstT,7339,shift,15.0,0.0003706999075902,E,metabolic
ssuA,11,shift,15.0,5.55620518257564e-07,P,metabolic
ssuB,368,shift,15.0,1.8588031883525777e-05,P,metabolic
ssuC,25,shift,15.0,1.262773905130827e-06,P,metabolic
ssuD,56,shift,15.0,2.828613547493053e-06,H,metabolic
ssuE,5,shift,15.0,2.525547810261655e-07,C,metabolic
stfE,15,shift,15.0,7.576643430784963e-07,S,other
stfR,398,shift,15.0,2.0103360569682768e-05,S,other
sthA,9084,shift,15.0,0.0004588415261683,C,metabolic
stpA,2432,shift,15.0,0.0001228426454911,K,other
sucA,13157,shift,15.0,0.0006645726507922,C,metabolic
sucB,9819,shift,15.0,0.0004959670789791,C,metabolic
sucC,12314,shift,15.0,0.0006219919147112,C,metabolic
sucD,10852,shift,15.0,0.0005481448967391,C,metabolic
sufA,2004,shift,15.0,0.0001012239562352,O,other
sufB,3416,shift,15.0,0.000172545426397,O,other
sufC,943,shift,15.0,4.76318317015348e-05,O,other
sufD,2159,shift,15.0,0.000109053154447,O,other
sufE,535,shift,15.0,2.70233615697997e-05,O,other
sufS,1843,shift,15.0,9.309169228624456e-05,E,metabolic
sugE,1308,shift,15.0,6.606833071644488e-05,S,other
suhB,379,shift,15.0,1.914365240178334e-05,G,metabolic
sulA,2229,shift,15.0,0.0001125889213814,D,other
surA,5823,shift,15.0,0.000294125297983,O,other
sutR,121,shift,15.0,6.111825700833204e-06,K,other
sxy,1485,shift,15.0,7.500876996477114e-05,K,other
syd,1087,shift,15.0,5.490540939508836e-05,S,other
symE,172,shift,15.0,8.687884467300091e-06,S,other
tabA,1936,shift,15.0,9.778921121333126e-05,G,metabolic
tadA,423,shift,15.0,2.13661344748136e-05,J,ribosomal
tag,1017,shift,15.0,5.136964246072205e-05,L,other
talA,6211,shift,15.0,0.0003137235489907,G,metabolic
talB,7667,shift,15.0,0.0003872675012255,G,metabolic
tam,4445,shift,15.0,0.0002245212003322,C,metabolic
tamA,3578,shift,15.0,0.0001807282013023,M,other
tamB,4363,shift,15.0,0.0002203793019234,U,other
tap,42254,shift,15.0,0.0021342899434959,N,other
tar,74400,shift,15.0,0.0037580151416693,N,other
tas,8217,shift,15.0,0.0004150485271384,R,other
tatA,3717,shift,15.0,0.0001877492242148,U,other
tatB,2126,shift,15.0,0.0001073862928923,U,other
tatC,476,shift,15.0,2.404321515369095e-05,U,other
tatD,157,shift,15.0,7.930220124221595e-06,N,other
tatE,2747,shift,15.0,0.0001387535966957,U,other
tauA,20,shift,15.0,1.0102191241046615e-06,P,metabolic
tauB,25,shift,15.0,1.262773905130827e-06,P,metabolic
tauC,17,shift,15.0,8.586862554889625e-07,P,metabolic
tauD,124,shift,15.0,6.263358569448903e-06,Q,other
tbpA,396,shift,15.0,2.0002338657272306e-05,H,metabolic
tcdA,424,shift,15.0,2.1416645431018828e-05,J,ribosomal
tcyJ,22507,shift,15.0,0.0011368500913111,E,metabolic
tcyL,460,shift,15.0,2.323503985440722e-05,E,metabolic
tcyN,529,shift,15.0,2.6720295832568303e-05,E,metabolic
tcyP,1896,shift,15.0,9.576877296512192e-05,E,metabolic
tdcA,655,shift,15.0,3.308467631442767e-05,K,other
tdcB,422,shift,15.0,2.131562351860836e-05,E,metabolic
tdcC,650,shift,15.0,3.283212153340151e-05,E,metabolic
tdcD,201,shift,15.0,1.015270219725185e-05,C,metabolic
tdcE,317,shift,15.0,1.6011973117058887e-05,C,metabolic
tdcF,132,shift,15.0,6.667446219090767e-06,V,other
tdcG,323,shift,15.0,1.6315038854290288e-05,E,metabolic
tdcR,1,shift,15.0,5.0510956205233086e-08,S,other
tdh,3797,shift,15.0,0.0001917901007112,E,metabolic
tdk,733,shift,15.0,3.702453089843585e-05,F,metabolic
tehA,486,shift,15.0,2.454832471574328e-05,V,other
tehB,852,shift,15.0,4.303533468685859e-05,Q,other
tesA,444,shift,15.0,2.242686455512349e-05,E,metabolic
tesB,1186,shift,15.0,5.990599405940644e-05,I,other
tfaD,32,shift,15.0,1.6163505985674588e-06,S,other
tfaE,77,shift,15.0,3.889343627802948e-06,S,other
tfaQ,14,shift,15.0,7.071533868732632e-07,S,other
tfaR,12,shift,15.0,6.06131474462797e-07,S,other
tfaX,60,shift,15.0,3.0306573723139854e-06,S,other
tgt,1729,shift,15.0,8.733344327884801e-05,J,ribosomal
thiC,10493,shift,15.0,0.0005300114634615,H,metabolic
thiD,693,shift,15.0,3.5004092650226526e-05,H,metabolic
thiE,1637,shift,15.0,8.268643530796657e-05,H,metabolic
thiF,1363,shift,15.0,6.88464333077327e-05,H,metabolic
thiG,1747,shift,15.0,8.824264049054221e-05,H,metabolic
