,,,downshift,downshift,downshift,downshift,downshift,downshift,downshift,downshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift
rpmG,ribosome,C down,"0,139095325","0,125683399","0,099026199","0,11488694","0,094091438","0,095418551","0,075585107","0,094564522","0,104544481","0,109403513","0,11125379","0,110171145","0,152065701","0,135027663","0,122325609","0,137316119"
rpmH,ribosome,C down,"0,014045354","0,013285506","0,011830119","0,01158429","0,009663703","0,020656889","0,011665525","0,019667617","0,020590961","0,015479885","0,011736585","0,011238481","0,019719976","0,016325825","0,019868865","0,01068346"
rpmI,ribosome,C down,"0,103302829","0,092469635","0,085666262","0,074548093","0,060268477","0,068127044","0,051735665","0,058934143","0,068112881","0,073631886","0,070256998","0,06986344","0,07094263","0,083160443","0,066531996","0,073999789"
rplD,ribosome,C down,"0,251458161","0,264387851","0,223038245","0,207017635","0,17256535","0,173395798","0,163317343","0,169392718","0,173452201","0,213360576","0,170424247","0,182467141","0,198999266","0,200503853","0,219464852","0,214453628"
rplE,ribosome,C down,"0,506990979","0,53701565","0,481430709","0,395909046","0,3007814","0,349493267","0,320042729","0,35346744","0,366700524","0,422543889","0,405155944","0,449709398","0,436156675","0,530082988","0,466878202","0,401806391"
rplF,ribosome,C down,"0,390105958","0,367752439","0,379617154","0,287151705","0,244482138","0,276441122","0,230792102","0,288473053","0,278592812","0,292848635","0,29952668","0,252817093","0,304772307","0,321502667","0,342944694","0,334567912"
rplL,ribosome,C down,"1,278590416","1,29085159","1,430014999","0,962995614","0,693066329","0,922279366","0,760851062","0,962751322","0,590239158","0,747846348","0,864507862","1,345771335","0,776523508","1,045025687","1,002843768","0,958859541"
rplI,ribosome,C down,"0,3280285","0,363235786","0,314619567","0,258397149","0,22032288","0,237829015","0,252086366","0,214788197","0,241565082","0,22675183","0,246305772","0,263569062","0,289982324","0,308066588","0,283688381","0,302517532"
rlmE,,C down,0,"0,013285506","0,013291867",0,0,0,0,0,"0,0213858","0,009623713","0,023798191",0,"0,021001785","0,011904762",0,"0,00989903"
rlmI,,C down,"0,028090709","0,022054359","0,023660239","0,033253291","0,027006502","0,021888164","0,021812658","0,020879666","0,01584064","0,021336058","0,041159302","0,023449984","0,030541321","0,044556412","0,027144548","0,03126595"
rlmL,,C down,0,0,0,"0,013083868","0,012510947",0,0,0,"0,01029548","0,009623713",0,0,0,0,0,0
rlmN,,C down,"0,014045354","0,015411606","0,014753615","0,018126223","0,009663703","0,017955217","0,011665525","0,036773719","0,01049419","0,011712345","0,017686133","0,017830744","0,015110434","0,016325825","0,021023099","0,016417405"
rluB,,C down,0,0,0,"0,013083868",0,0,0,0,0,0,0,0,0,0,0,"0,01146789"
rluC,,C down,0,0,0,0,0,0,0,0,0,0,0,"0,011238481",0,"0,010373444","0,009934433","0,00989903"
rnb,,C down,"0,167186034","0,132061699","0,172794272","0,140511053","0,107465021","0,075753817","0,099916154","0,085874053","0,08435094","0,085344231","0,088593174","0,099419175","0,10276576","0,123295791","0,118162342","0,151137299"
rnc,,C down,0,0,0,0,0,"0,010328445",0,0,"0,0106929",0,0,"0,012211503","0,01018044","0,011139103",0,"0,015632975"
rne,,C down,"0,091973913","0,066163076","0,085666262","0,096217094","0,098362304","0,091246483","0,073548323","0,093283764","0,057618691","0,048528288","0,046946339","0,034201953","0,086693969","0,054164197","0,072653445","0,095366709"
rng,,C down,"0,012687135",0,"0,011830119","0,010084712","0,019327406",0,"0,020294267","0,009833809","0,01049419","0,019247426","0,011574074","0,024423006","0,010500893",0,0,"0,01146789"
rph,,C down,"0,014045354","0,013285506","0,013291867","0,01158429",0,"0,01155972",0,"0,011045857","0,01049419","0,010668029","0,011736585","0,011724992","0,01018044","0,011139103","0,012242899","0,01068346"
rof,,C down,0,0,0,"0,010084712","0,009663703","0,010328445",0,0,"0,0106929",0,0,0,0,0,0,0
rpoN,,C down,0,0,0,0,0,0,0,0,0,0,0,0,"0,010500893","0,011904762",0,0
rpiA,,C down,"0,07657034","0,041982617","0,079751202","0,073048515","0,09210683","0,091246483","0,083695456","0,081025858","0,099595451","0,105635972","0,093892679","0,087694184","0,081123071","0,099486268","0,096335294","0,100316224"
rpoC,,C down,"0,819168377","0,859062176","0,827087322","0,71781362","0,600700163","0,646352157","0,643640634","0,632106684","0,635991405","0,672310685","0,651786737","0,654653501","0,732991707","0,793766054","0,808668663","0,761906308"
rpoZ,,C down,"0,113721055","0,090343534","0,100419877","0,081090027","0,065100329","0,057798599","0,068474756","0,06998","0,084152231","0,101868432","0,076206546","0,081588432","0,091623963","0,105438648","0,114699642","0,107619029"
rraB,,C down,"0,012687135",0,0,"0,010084712","0,017342799",0,"0,013183916","0,011045857","0,01564193","0,011712345","0,017686133",0,"0,01018044","0,011904762","0,011088666","0,01146789"
frr,affiliated translational apparatus,C down,"0,068868553","0,068289176","0,059082528","0,061464226","0,049181152","0,064194097","0,050217274","0,065063096","0,05266966","0,067775713","0,058682924","0,058624959","0,07094263","0,066834618","0,066531996","0,074784219"
rpsA,ribosome,C down,"1,414506141","1,385447325","1,25110146","1,155017468","0,824992259","0,839173568","0,868359171","0,907247199","1,011397731","0,947590802","1,066241605","1,129053521","1,238488751","1,339409208","1,316789113","1,297106668"
rpsJ,ribosome,C down,"0,219292794","0,211774732","0,169938846","0,144597453","0,11768971","0,16477687","0,122247205","0,171954233","0,130879312","0,129695254","0,186972804","0,219369267","0,206616088","0,222609168","0,211034936","0,240228568"
rpsK,ribosome,C down,"0,154498899","0,129935599","0,134380418","0,109844584","0,077611276","0,090015208","0,091805805","0,079813809","0,104544481","0,105635972","0,117203338","0,104551904","0,111664392","0,165555226","0,123129558","0,122467574"
rpsL,ribosome,C down,"0,020388922","0,04862537","0,036952106","0,050423558","0,035246583","0,061970667","0,0304414","0,040547283","0,041579341","0,057107685","0,046946339","0,052032697","0,050261297","0,059350919","0,037078981","0,046898925"
rpsM,ribosome,C down,"0,245114593","0,270766151","0,227423488","0,191890567","0,142711604","0,176097469","0,18361161","0,168180669","0,157214142","0,185758623","0,170099225","0,20397108","0,227617873","0,271759534","0,198441754","0,202201308"
rpsN,ribosome,C down,"0,054823199","0,059520323","0,044328913","0,054922292","0,041502056","0,043776329","0,043625316","0,041759332","0,062965141","0,046439656","0,058520414","0,052519208","0,065692184","0,066068959","0,076466428","0,058366814"
rpsO,ribosome,C down,"0,014045354","0,013285506","0,011830119",0,"0,009663703",0,0,0,"0,0213858",0,"0,011899096","0,024423006","0,010500893","0,011904762","0,012242899",0
rpsP,ribosome,C down,"0,132751758","0,114523993","0,109326501","0,093217938","0,103194156","0,090015208","0,083695456","0,106822428","0,083754811","0,104591656","0,111091279","0,103578882","0,11134394","0,121764473","0,125788308","0,128201519"
rpsQ,ribosome,C down,"0,035792496","0,030823212","0,032498794","0,028210935","0,02217465","0,029514937","0,034996574","0,022091715","0,02633483","0,021336058","0,02347317","0,023449984","0,020360881","0,034182968","0,022177332","0,02136692"
rpsR,ribosome,C down,"0,123691752","0,114523993","0,110788249","0,081090027","0,076187654","0,069358319","0,063401189","0,077321002","0,073459331","0,073631886","0,105954285","0,105038416","0,117555743","0,144042679","0,182385871","0,116733629"
rpsS,ribosome,C down,"0,111004616","0,121166746","0,118165056","0,097716672","0,077611276","0,083619711","0,094842587","0,085942762","0,115237381","0,098735484","0,111416301","0,110171145","0,126774826","0,137324639","0,094830777","0,123252004"
rpsB,ribosome,C down,"0,462138477","0,423020561","0,44600842","0,344529532","0,302766007","0,299560562","0,263233497","0,286048955","0,361155364","0,368159429","0,386982279","0,338565231","0,401967169","0,428299743","0,446205387","0,428122826"
rpsT,ribosome,C down,"0,264145296","0,282190009","0,20236957","0,189435033","0,189606498","0,253560803","0,145578254","0,228464279","0,281554744","0,311276613","0,309638157","0,327594366","0,333070462","0,350918791","0,233212268","0,253265318"
rpsU,ribosome,C down,"0,054823199","0,077058029","0,05762078","0,031753713","0,027006502","0,038612106","0,016739091","0,058934143","0,04752192","0,047483972","0,058682924","0,053005719","0,035150863","0,060116578","0,04932188","0,051848439"
rpsC,ribosome,C down,"0,274563521","0,281925557","0,252545474","0,201975279","0,188484527","0,217172126","0,186648392","0,195189288","0,198992192","0,201648232","0,211096017","0,215696072","0,213148343","0,231624185","0,237829201","0,234251688"
rpsD,ribosome,C down,"0,285892437","0,29282051","0,268828906","0,243813703","0,182229053","0,204381131","0,201869093","0,195189288","0,220377992","0,23051937","0,246630793","0,239632567","0,233829676","0,253902391","0,268786732","0,290022277"
rpsE,ribosome,C down,"0,514692766","0,455705421","0,536127995","0,295193217","0,317261562","0,240291566","0,300785249","0,245501671","0,293837323","0,290760003","0,317212813","0,286532534","0,279801884","0,423285912","0,415247856","0,402833756"
rpsF,ribosome,C down,"0,257801728","0,277673356","0,20828463","0,224187902","0,177958187","0,197985634","0,145578254","0,186636237","0,235423793","0,249766796","0,258042356","0,226448041","0,268339635","0,290209445","0,260356816","0,281150612"
rpsG,ribosome,C down,"0,348417423","0,365626338","0,37662559","0,278566572","0,234818435","0,241522841","0,240420842","0,245501671","0,278990232","0,265656405","0,287302563","0,268701791","0,26469145","0,298458803","0,30205273","0,332999052"
rpsH,ribosome,C down,"0,245114593","0,202741427","0,214131621","0,159180898","0,115705103","0,163306474","0,125283988","0,153429956","0,199389612","0,175500318","0,15820013","0,192246088","0,202647451","0,226437463","0,183540104","0,180049958"
rpsI,ribosome,C down,"0,255532818","0,231174087","0,259922281","0,207017635","0,139303375","0,198224755","0,134912728","0,17559038","0,193447032","0,1995596","0,228294617","0,179061562","0,232227415","0,261978858","0,21218917","0,190733418"
rsmA,,C down,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,011904762",0,"0,01146789"
rsmC,,C down,"0,014045354","0,015411606","0,013291867","0,01158429","0,011087325","0,01155972","0,011665525","0,011045857","0,01564193","0,010668029","0,011899096","0,011724992","0,01018044","0,011139103","0,011088666","0,015632975"
rsmE,,C down,0,0,0,0,0,0,0,"0,009833809",0,"0,009623713","0,011574074","0,011238481","0,009859988","0,010373444","0,009934433","0,00989903"
rsmI,,C down,"0,020388922","0,024180459","0,013291867","0,018126223","0,020751028","0,01155972",0,"0,027008619","0,02118709","0,021336058","0,023798191","0,011724992","0,020681333","0,016325825","0,027144548","0,02136692"
secG,,C down,0,0,0,0,0,0,0,0,0,0,0,0,"0,009859988",0,"0,009934433",0
selA,,C down,0,0,0,0,"0,009663703",0,"0,010147133",0,"0,0106929",0,0,0,"0,009859988",0,"0,012242899","0,00989903"
selB,,C down,0,"0,015411606",0,0,"0,015919177","0,010328445","0,010147133","0,009833809",0,"0,015479885","0,011899096","0,011238481",0,"0,020746888","0,019868865","0,00989903"
seqA,,C down,0,0,0,0,0,0,0,0,"0,0106929","0,010668029",0,"0,012211503","0,010500893","0,011904762","0,009934433","0,01146789"
serA,amino acid synthesis,C down,"0,233785677","0,213636381","0,205293066","0,191890567","0,17256535","0,1670003","0,139986294","0,157134811","0,131276731","0,111492145","0,170099225","0,158530646","0,152065701","0,18936475","0,19462877","0,203770168"
serB,amino acid synthesis,C down,"0,012687135",0,0,0,0,"0,010328445","0,010147133",0,0,0,0,0,0,0,"0,019868865",0
serC,amino acid synthesis,C down,"0,547768823","0,563851113","0,508082513","0,427119137","0,395735474","0,407291866","0,376851961","0,365725346","0,351257304","0,351000635","0,404993433","0,357368997","0,406256258","0,422520253","0,378168875","0,405971476"
sodA,,C down,"0,190291394","0,193708123","0,258460534","0,175263922","0,17256535","0,182253846","0,209979442","0,16811196","0,210281222","0,230294501","0,211908571","0,217642117","0,184209283","0,181288283","0,220619085","0,257971898"
sohB,,C down,0,"0,013285506",0,0,0,"0,012790995",0,"0,012257906",0,0,0,0,"0,021001785",0,"0,019868865",0
speA,,C down,"0,07657034","0,061646423","0,047252408","0,068006159","0,083866749","0,066895768","0,073548323","0,060146192","0,04217547","0,048528288","0,064632472","0,053492231","0,040721761","0,044556412","0,061564779","0,0534173"
speD,,C down,"0,02537427","0,024180459","0,028045482","0,026711357","0,015919177","0,012790995",0,"0,012257906","0,01029548",0,"0,011574074","0,011238481","0,021001785","0,016325825","0,016055882","0,027100865"
speE,,C down,"0,034434276","0,028697111","0,019206927","0,026711357","0,015919177","0,028283662","0,018257482","0,029501426",0,0,"0,011574074",0,"0,01018044","0,011139103","0,024485798","0,015632975"
sppA,,C down,"0,012687135",0,0,"0,01158429","0,017342799",0,"0,010147133","0,009833809",0,"0,011712345","0,011574074","0,011724992","0,029579965","0,031120332","0,011088666","0,01146789"
ffh,,C down,"0,045763193","0,046234817","0,047252408","0,04483758","0,020751028","0,028283662","0,018257482","0,035630379","0,03702773","0,052295828","0,052895887","0,040794216","0,060441738","0,0653033","0,048167647","0,0534173"
sspB,,C down,"0,012687135",0,0,0,"0,012510947","0,010328445",0,"0,012257906","0,0213858","0,015479885","0,011574074","0,017344232","0,010500893","0,011139103","0,009934433",0
stpA,,C down,"0,209322097","0,215762481","0,166879212","0,16722241","0,125368806","0,087313536","0,116655245","0,089578909","0,126128991","0,130104978","0,158687662","0,140213391","0,157957052","0,159602845","0,165175756","0,170935358"
suhB,,C down,"0,057539637","0,077058029","0,066459335","0,046337158","0,038093827","0,02311944","0,016739091","0,031925524","0,02633483","0,038904575","0,035047244","0,046899968","0,051222654","0,066834618","0,04932188","0,057582384"
alaS,tRNA synthase,C down,"0,292236005","0,301589363","0,329373181","0,269981438","0,225154732","0,24815746","0,243457624","0,240584767","0,278195393","0,274235801","0,229269682","0,26821528","0,289661872","0,294803399","0,285996848","0,314769852"
cysS,tRNA synthase,C down,"0,012687135","0,022054359","0,039875601","0,016626645","0,023598272","0,050171826","0,016739091","0,041759332","0,02613612","0,028871138","0,040834281","0,040307705","0,045331303","0,082987552","0,037078981","0,03205038"
pheS,tRNA synthase,C down,"0,090615694","0,090343534","0,08712801","0,094717516","0,084427735","0,078455488","0,073029929","0,081025858","0,052272241","0,068820029","0,064632472","0,063271177","0,08541216","0,077208062","0,088709327","0,095366709"
pheT,tRNA synthase,C down,"0,271847083","0,259606746","0,319004809","0,208517213","0,231410205","0,161836078","0,203387484","0,187779577","0,152066402","0,149352403","0,135051981","0,164636398","0,183568379","0,178225647","0,224432069","0,217049853"
glyQ,tRNA synthase,C down,"0,038061406","0,022054359","0,025121987","0,021669001","0,027006502","0,033447884","0,018257482","0,02579657","0,03148257","0,032004086","0,034884733","0,029069224","0,035471315","0,027464928","0,029803298","0,036999895"
glyS,tRNA synthase,C down,"0,232427458","0,187329822","0,22596174","0,193933767","0,177397202","0,206843682","0,206942659","0,209871292","0,188696712","0,200603916","0,217370586","0,204944103","0,249581015","0,239107884","0,224081785","0,203770168"
